match,iid_1,iid_2,interested_1,interested_2,gender_1,age_1,field_1,field_cd_1,race_1,imprace_1,imprelig_1,goal_1,date_1,go_out_1,career_1,career_c_1,sports_1,tvsports_1,exercise_1,dining_1,museums_1,art_1,hiking_1,gaming_1,clubbing_1,reading_1,tv_1,theater_1,movies_1,concerts_1,music_1,shopping_1,yoga_1,attr3_1_1,sinc3_1_1,intel3_1_1,fun3_1_1,amb3_1_1,gender_2,age_2,field_2,field_cd_2,race_2,imprace_2,imprelig_2,goal_2,date_2,go_out_2,career_2,career_c_2,sports_2,tvsports_2,exercise_2,dining_2,museums_2,art_2,hiking_2,gaming_2,clubbing_2,reading_2,tv_2,theater_2,movies_2,concerts_2,music_2,shopping_2,yoga_2,attr3_1_2,sinc3_1_2,intel3_1_2,fun3_1_2,amb3_1_2
0,32,44,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,24.0,Psychology,3.0,2.0,3.0,3.0,1.0,3.0,1.0,academia,2.0,9.0,1.0,8.0,7.0,8.0,8.0,10.0,6.0,7.0,8.0,1.0,7.0,3.0,8.0,1.0,6.0,8.0,7.0,9.0,9.0,8.0,9.0
0,32,45,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,28.0,Finance,8.0,2.0,6.0,6.0,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,8.0,8.0,6.0,7.0
0,32,46,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,26.0,Finanace,8.0,2.0,2.0,3.0,2.0,6.0,2.0,banker,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,7.0,8.0,7.0,5.0,7.0
0,32,47,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,30.0,Finance&Economics,8.0,2.0,2.0,2.0,1.0,6.0,1.0,Academic,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,8.0,7.0,9.0,9.0,3.0
0,32,48,0,0,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,22.0,Undergrad - GS,12.0,2.0,9.0,2.0,1.0,5.0,2.0,Music production,6.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,7.0,9.0,7.0,6.0,6.0
0,32,49,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,25.0,Mathematical Finance,8.0,4.0,1.0,3.0,1.0,3.0,2.0,Entrepreneur,7.0,10.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,8.0,2.0,7.0,7.0,10.0,10.0,10.0,8.0
0,32,50,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,27.0,Law,1.0,1.0,4.0,4.0,6.0,6.0,2.0,lawyer,1.0,10.0,10.0,3.0,8.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,10.0,6.0,2.0,8.0,9.0,10.0,9.0,8.0
0,32,51,0,0,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,23.0,Law,1.0,2.0,5.0,10.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,6.0,8.0,10.0,2.0,2.0
0,32,52,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,21.0,Law,1.0,2.0,10.0,9.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,8.0,8.0,6.0,7.0
0,32,53,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,28.0,Medicine,4.0,2.0,2.0,2.0,2.0,6.0,2.0,Medicine,4.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,8.0,9.0,8.0,8.0,8.0
0,32,54,0,1,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,28.0,MBA,8.0,2.0,1.0,1.0,5.0,5.0,1.0,consulting,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,8.0,9.0,8.0,8.0,8.0
0,32,55,0,0,0,27.0,Psychology,3.0,4.0,1.0,1.0,1.0,4.0,2.0,Professor,2.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,7.0,5.0,9.0,9.0,7.0,1,23.0,LAW,1.0,1.0,1.0,1.0,6.0,4.0,2.0,LAWYER,1.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,6.0,10.0,9.0,10.0,10.0
0,33,40,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,25.0,Operations Research,,4.0,9.0,6.0,2.0,7.0,7.0,tech professional,,4.0,9.0,3.0,7.0,7.0,8.0,5.0,7.0,9.0,7.0,5.0,5.0,8.0,8.0,10.0,4.0,2.0,3.0,10.0,9.0,8.0,5.0
0,33,41,0,1,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,30.0,law,1.0,4.0,1.0,1.0,2.0,6.0,5.0,law,1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,7.0,8.0,5.0,5.0
0,33,42,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,23.0,Mechanical Engineering,5.0,4.0,1.0,6.0,2.0,7.0,4.0,Engineer,5.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,9.0,8.0,6.0,4.0
0,33,43,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,24.0,Economics,8.0,2.0,1.0,1.0,6.0,6.0,3.0,Academic,2.0,8.0,9.0,6.0,5.0,7.0,7.0,2.0,5.0,5.0,9.0,6.0,7.0,4.0,6.0,5.0,2.0,1.0,3.0,8.0,7.0,3.0,2.0
0,33,44,0,1,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,24.0,Psychology,3.0,2.0,3.0,3.0,1.0,3.0,1.0,academia,2.0,9.0,1.0,8.0,7.0,8.0,8.0,10.0,6.0,7.0,8.0,1.0,7.0,3.0,8.0,1.0,6.0,8.0,7.0,9.0,9.0,8.0,9.0
0,33,45,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,28.0,Finance,8.0,2.0,6.0,6.0,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,8.0,8.0,6.0,7.0
0,33,46,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,26.0,Finanace,8.0,2.0,2.0,3.0,2.0,6.0,2.0,banker,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,7.0,8.0,7.0,5.0,7.0
0,33,47,0,1,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,30.0,Finance&Economics,8.0,2.0,2.0,2.0,1.0,6.0,1.0,Academic,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,8.0,7.0,9.0,9.0,3.0
0,33,48,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,22.0,Undergrad - GS,12.0,2.0,9.0,2.0,1.0,5.0,2.0,Music production,6.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,7.0,9.0,7.0,6.0,6.0
0,33,49,0,1,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,25.0,Mathematical Finance,8.0,4.0,1.0,3.0,1.0,3.0,2.0,Entrepreneur,7.0,10.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,8.0,2.0,7.0,7.0,10.0,10.0,10.0,8.0
0,33,50,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,27.0,Law,1.0,1.0,4.0,4.0,6.0,6.0,2.0,lawyer,1.0,10.0,10.0,3.0,8.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,10.0,6.0,2.0,8.0,9.0,10.0,9.0,8.0
0,33,51,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,23.0,Law,1.0,2.0,5.0,10.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,6.0,8.0,10.0,2.0,2.0
0,33,52,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,21.0,Law,1.0,2.0,10.0,9.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,8.0,8.0,6.0,7.0
0,33,53,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,28.0,Medicine,4.0,2.0,2.0,2.0,2.0,6.0,2.0,Medicine,4.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,8.0,9.0,8.0,8.0,8.0
0,33,54,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,28.0,MBA,8.0,2.0,1.0,1.0,5.0,5.0,1.0,consulting,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,8.0,9.0,8.0,8.0,8.0
0,33,55,0,0,0,30.0,Educational Psychology,3.0,2.0,4.0,8.0,6.0,6.0,1.0,Clidren's TV,6.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,8.0,8.0,6.0,8.0,1,23.0,LAW,1.0,1.0,1.0,1.0,6.0,4.0,2.0,LAWYER,1.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,6.0,10.0,9.0,10.0,10.0
0,34,40,0,0,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,25.0,Operations Research,,4.0,9.0,6.0,2.0,7.0,7.0,tech professional,,4.0,9.0,3.0,7.0,7.0,8.0,5.0,7.0,9.0,7.0,5.0,5.0,8.0,8.0,10.0,4.0,2.0,3.0,10.0,9.0,8.0,5.0
0,34,41,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,30.0,law,1.0,4.0,1.0,1.0,2.0,6.0,5.0,law,1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,7.0,8.0,5.0,5.0
0,34,42,0,0,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,23.0,Mechanical Engineering,5.0,4.0,1.0,6.0,2.0,7.0,4.0,Engineer,5.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,9.0,8.0,6.0,4.0
0,34,43,0,0,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,24.0,Economics,8.0,2.0,1.0,1.0,6.0,6.0,3.0,Academic,2.0,8.0,9.0,6.0,5.0,7.0,7.0,2.0,5.0,5.0,9.0,6.0,7.0,4.0,6.0,5.0,2.0,1.0,3.0,8.0,7.0,3.0,2.0
0,34,44,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,24.0,Psychology,3.0,2.0,3.0,3.0,1.0,3.0,1.0,academia,2.0,9.0,1.0,8.0,7.0,8.0,8.0,10.0,6.0,7.0,8.0,1.0,7.0,3.0,8.0,1.0,6.0,8.0,7.0,9.0,9.0,8.0,9.0
0,34,45,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,28.0,Finance,8.0,2.0,6.0,6.0,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,8.0,8.0,6.0,7.0
1,34,46,1,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,26.0,Finanace,8.0,2.0,2.0,3.0,2.0,6.0,2.0,banker,7.0,10.0,7.0,5.0,6.0,7.0,7.0,8.0,3.0,7.0,7.0,4.0,4.0,6.0,5.0,6.0,2.0,7.0,7.0,8.0,7.0,5.0,7.0
0,34,47,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,30.0,Finance&Economics,8.0,2.0,2.0,2.0,1.0,6.0,1.0,Academic,2.0,6.0,7.0,2.0,8.0,7.0,6.0,3.0,7.0,4.0,7.0,4.0,5.0,8.0,8.0,7.0,2.0,1.0,8.0,7.0,9.0,9.0,3.0
0,34,48,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,22.0,Undergrad - GS,12.0,2.0,9.0,2.0,1.0,5.0,2.0,Music production,6.0,3.0,1.0,6.0,7.0,7.0,8.0,1.0,5.0,8.0,4.0,6.0,10.0,10.0,6.0,8.0,6.0,2.0,7.0,9.0,7.0,6.0,6.0
1,34,49,1,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,25.0,Mathematical Finance,8.0,4.0,1.0,3.0,1.0,3.0,2.0,Entrepreneur,7.0,10.0,7.0,5.0,7.0,6.0,7.0,2.0,8.0,7.0,9.0,5.0,5.0,6.0,5.0,8.0,2.0,7.0,7.0,10.0,10.0,10.0,8.0
0,34,50,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,27.0,Law,1.0,1.0,4.0,4.0,6.0,6.0,2.0,lawyer,1.0,10.0,10.0,3.0,8.0,5.0,3.0,4.0,3.0,10.0,5.0,6.0,8.0,10.0,7.0,10.0,6.0,2.0,8.0,9.0,10.0,9.0,8.0
0,34,51,0,0,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,23.0,Law,1.0,2.0,5.0,10.0,1.0,5.0,3.0,Law,1.0,6.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,4.0,5.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,6.0,8.0,10.0,2.0,2.0
0,34,52,0,0,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,21.0,Law,1.0,2.0,10.0,9.0,1.0,4.0,1.0,Intellectual Property Attorney,1.0,8.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,7.0,4.0,6.0,3.0,5.0,4.0,2.0,5.0,8.0,8.0,6.0,7.0
0,34,53,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,28.0,Medicine,4.0,2.0,2.0,2.0,2.0,6.0,2.0,Medicine,4.0,8.0,4.0,3.0,10.0,9.0,8.0,8.0,4.0,4.0,9.0,5.0,7.0,9.0,9.0,9.0,7.0,3.0,8.0,9.0,8.0,8.0,8.0
0,34,54,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,28.0,MBA,8.0,2.0,1.0,1.0,5.0,5.0,1.0,consulting,7.0,5.0,2.0,2.0,8.0,7.0,8.0,8.0,1.0,3.0,7.0,1.0,8.0,6.0,9.0,9.0,1.0,3.0,8.0,9.0,8.0,8.0,8.0
0,34,55,0,1,0,21.0,Applied Maths/Econs,8.0,4.0,2.0,2.0,1.0,6.0,2.0,Banking,7.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,1,23.0,LAW,1.0,1.0,1.0,1.0,6.0,4.0,2.0,LAWYER,1.0,10.0,8.0,4.0,5.0,5.0,4.0,1.0,6.0,10.0,9.0,7.0,5.0,10.0,7.0,10.0,5.0,1.0,6.0,10.0,9.0,10.0,10.0
0,35,40,0,0,0,25.0,Mathematics,2.0,2.0,9.0,7.0,1.0,6.0,3.0,Capital Markets,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,8.0,9.0,9.0,9.0,7.0,1,25.0,Operations Research,,4.0,9.0,6.0,2.0,7.0,7.0,tech professional,,4.0,9.0,3.0,7.0,7.0,8.0,5.0,7.0,9.0,7.0,5.0,5.0,8.0,8.0,10.0,4.0,2.0,3.0,10.0,9.0,8.0,5.0
0,35,41,0,0,0,25.0,Mathematics,2.0,2.0,9.0,7.0,1.0,6.0,3.0,Capital Markets,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,8.0,9.0,9.0,9.0,7.0,1,30.0,law,1.0,4.0,1.0,1.0,2.0,6.0,5.0,law,1.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,7.0,8.0,5.0,5.0
0,35,42,0,0,0,25.0,Mathematics,2.0,2.0,9.0,7.0,1.0,6.0,3.0,Capital Markets,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,8.0,9.0,9.0,9.0,7.0,1,23.0,Mechanical Engineering,5.0,4.0,1.0,6.0,2.0,7.0,4.0,Engineer,5.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,5.0,7.0,2.0,5.0,2.0,1.0,6.0,9.0,8.0,6.0,4.0
